"CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,090741,CME ,00,090 ,  152779,    9050,   45599,     307,   37533,   33599,    6237,   37521,   29209,    9137,   20901,     528,       0,  120686,  124616,   32093,   28163,   -2583,    3565,  -23432,       0,   -2652,   15211,     341,   -3397,     892,     282,     767,     -58,    -714,   -1808,   -7478,    -775,    4895,  100.0,    5.9,   29.8,    0.2,   24.6,   22.0,    4.1,   24.6,   19.1,    6.0,   13.7,    0.3,    0.0,   79.0,   81.6,   21.0,   18.4,    109,      7,      8,.,     17,     17,      7,     23,     22,     17,     13,.,      0,     71,     65,    18.1,    28.1,    29.9,    40.4,    18.0,    28.1,    28.6,    39.6,"(CONTRACTS OF CAD 100,000)","090741","CME ","090 ","F10","FutOnly"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,209742,CME ,00,209 ,  226722,   46593,   47988,     941,   72031,   48121,    8102,   49744,   54819,    4287,   12791,   20506,      57,  194546,  184821,   32176,   41901,  -10255,   -6239,    1862,    -156,     171,    -775,   -1356,    1207,   -5077,     101,    1096,   -3388,    -141,   -5317,   -8930,   -4938,   -1325,  100.0,   20.6,   21.2,    0.4,   31.8,   21.2,    3.6,   21.9,   24.2,    1.9,    5.6,    9.0,    0.0,   85.8,   81.5,   14.2,   18.5,    285,     32,     19,     11,     52,     43,     29,     36,     60,     27,     20,     23,.,    172,    182,    20.9,    26.5,    31.5,    36.0,    20.5,    26.5,    30.8,    35.9,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","FutOnly"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,209747,CME ,00,209 ,   93410,    2842,    1139,       0,     838,     522,       0,   27872,   66146,    2793,    6340,    2628,       0,   40685,   73228,   52725,   20182,   -5234,    1661,     -41,       0,    -393,      49,       0,    9702,   -8877,     557,     184,    1503,     -10,   11701,   -6819,  -16935,    1585,  100.0,    3.0,    1.2,    0.0,    0.9,    0.6,    0.0,   29.8,   70.8,    3.0,    6.8,    2.8,    0.0,   43.6,   78.4,   56.4,   21.6,     38,      5,.,      0,.,.,      0,      7,     12,      6,      7,.,      0,     24,     20,    34.6,    69.2,    38.9,    74.1,    32.5,    68.5,    36.1,    72.2,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","FutOnly"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,239742,CME ,00,239 ,  494389,  202891,   10618,    2102,  146537,  241879,   53272,   46167,  114449,    5053,   16823,   42852,     146,  472991,  470371,   21398,   24018,    9249,   22956,     -64,    -262,  -26295,   11799,    1298,    4265,    -589,     281,    8115,    -553,   -1754,    8604,   10156,     645,    -907,  100.0,   41.0,    2.1,    0.4,   29.6,   48.9,   10.8,    9.3,   23.1,    1.0,    3.4,    8.7,    0.0,   95.7,   95.1,    4.3,    4.9,    345,     34,     10,      5,     74,     77,     50,     40,     77,     25,     10,     23,      4,    204,    225,    27.3,    23.9,    38.3,    35.3,    27.2,    23.5,    37.4,    32.2,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","FutOnly"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,239744,CME ,00,239 ,   28398,    6529,   26964,       0,   17186,     423,       0,    2650,     321,       0,       0,       0,       0,   26365,   27708,    2033,     690,    -151,       0,    -290,       0,    -286,       8,       0,    -178,     -25,       0,       0,       0,       0,    -464,    -307,     313,     156,  100.0,   23.0,   95.0,    0.0,   60.5,    1.5,    0.0,    9.3,    1.1,    0.0,    0.0,    0.0,    0.0,   92.8,   97.6,    7.2,    2.4,     26,.,      6,      0,     12,.,      0,      4,.,      0,      0,      0,      0,     18,      8,    56.1,    85.2,    76.0,    97.6,    56.1,    85.2,    76.0,    97.6,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,240743,CME ,00,240 ,   39065,    3939,    3175,     635,   19844,    3957,    2231,    1464,    5406,       0,    5439,    1251,       0,   33552,   16655,    5513,   22410,   -2568,    -424,     842,     226,    1270,     -19,       0,   -4188,    1638,     -12,     565,   -1166,       0,   -2563,    1509,      -5,   -4077,  100.0,   10.1,    8.1,    1.6,   50.8,   10.1,    5.7,    3.7,   13.8,    0.0,   13.9,    3.2,    0.0,   85.9,   42.6,   14.1,   57.4,     53,      8,      7,.,     13,      5,      6,.,     12,      0,.,.,      0,     29,     32,    52.4,    16.5,    63.8,    24.9,    48.2,    14.1,    59.1,    21.3,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",220503,2022-05-03,244041,ICUS,01,244 ,  411029,   31361,  193842,    3298,  277441,  112247,   54526,   17719,   20378,    2002,   14740,   17807,      25,  401112,  404125,    9917,    6904,  -13278,     688,    2957,     599,  -11828,    2611,   -2545,    2388,   -6726,    -171,    -534,   -4069,      -5,  -11408,   -7349,   -1870,   -5929,  100.0,    7.6,   47.2,    0.8,   67.5,   27.3,   13.3,    4.3,    5.0,    0.5,    3.6,    4.3,    0.0,   97.6,   98.3,    2.4,    1.7,    204,     13,     13,      6,     77,     50,     43,     17,     20,      8,      6,      8,.,    145,    117,    31.4,    28.1,    45.3,    45.8,    28.6,    27.8,    41.3,    45.2,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",220503,2022-05-03,244042,ICUS,01,244 , 1196881,  106459,  504274,    9489,  708033,  381755,  149719,  120698,   90591,    7749,   67452,   27412,     879, 1170478, 1171868,   26403,   25013,   20936,      45,   -9855,    4624,  -37651,   25929,   16571,   28847,   -5928,     -67,    5717,   -4235,    -562,   17524,   26477,    3412,   -5541,  100.0,    8.9,   42.1,    0.8,   59.2,   31.9,   12.5,   10.1,    7.6,    0.6,    5.6,    2.3,    0.1,   97.8,   97.9,    2.2,    2.1,    418,     28,     17,     10,    139,     99,     92,     51,     45,     29,     22,     17,      5,    308,    246,    21.3,    33.0,    30.3,    45.7,    19.6,    32.9,    27.5,    42.7,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,33874A,CME ,00,138 ,   54426,   27450,    2776,     173,   15365,   40000,    2629,    1420,    3646,       3,     597,       0,       0,   47637,   49227,    6789,    5199,    3243,    6023,     -74,     -32,   -2334,    1819,     198,    -749,    1665,    -210,     213,       0,       0,    3109,    3366,     134,    -123,  100.0,   50.4,    5.1,    0.3,   28.2,   73.5,    4.8,    2.6,    6.7,    0.0,    1.1,    0.0,    0.0,   87.5,   90.4,   12.5,    9.6,     64,      7,.,.,     20,     24,     10,      4,      5,.,.,      0,      0,     40,     36,    53.0,    44.0,    63.6,    60.1,    52.9,    43.6,    63.5,    59.4,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,43874A,CME ,00,438 ,  215217,    5776,  154753,   35198,   18005,       0,    1563,  136732,    1571,   14964,    2332,    6517,     140,  214710,  214706,     507,     511,    -916,    1974,    1197,   -2690,    -394,       0,     185,    1889,      85,     -64,      85,       0,       0,     985,   -1287,   -1901,     371,  100.0,    2.7,   71.9,   16.4,    8.4,    0.0,    0.7,   63.5,    0.7,    7.0,    1.1,    3.0,    0.1,   99.8,   99.8,    0.2,    0.2,     89,      8,     23,     15,     11,      0,.,     30,      4,      7,     10,.,.,     71,     44,    37.1,    55.1,    58.0,    78.5,    35.4,    48.7,    48.8,    69.5,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"UST BOND - CHICAGO BOARD OF TRADE",220503,2022-05-03,020601,CBT ,00,020 , 1187151,   11460,  146605,     816,  581650,  284028,  196640,  125636,  297893,   28847,   86495,   58136,      63, 1031607, 1013028,  155544,  174123,   38694,    1496,   18395,     -19,   15992,   -7518,   -3686,   10542,   15542,   16091,    4036,    5456,      63,   44515,   44324,   -5821,   -5630,  100.0,    1.0,   12.3,    0.1,   49.0,   23.9,   16.6,   10.6,   25.1,    2.4,    7.3,    4.9,    0.0,   86.9,   85.3,   13.1,   14.7,    187,      7,     20,      5,     60,     35,     59,     22,     30,     18,      5,      8,.,    126,    144,    22.8,    29.6,    35.9,    41.3,    18.9,    26.4,    30.2,    34.3,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","FutOnly"
"ULTRA UST BOND - CHICAGO BOARD OF TRADE",220503,2022-05-03,020604,CBT ,00,020 , 1277130,   33240,   57006,    6977,  727140,  200111,  224219,   54524,  644595,    7367,   74719,    8285,       0, 1128186, 1148560,  148944,  128570,   -9690,    2425,    2117,     353,    1996,   12756,   -3286,   -2897,  -34528,     625,   -4178,    1793,       0,   -4962,  -20170,   -4728,   10480,  100.0,    2.6,    4.5,    0.5,   56.9,   15.7,   17.6,    4.3,   50.5,    0.6,    5.9,    0.6,    0.0,   88.3,   89.9,   11.7,   10.1,    148,      6,      9,.,     71,     26,     60,      4,     23,     10,      6,.,      0,    111,    109,    20.0,    30.0,    35.6,    48.7,    17.6,    30.0,    31.4,    45.5,"(CONTRACTS OF $100,000 FACE VALUE)","020604","CBT ","020 ","F30","FutOnly"
"UST 2Y NOTE - CHICAGO BOARD OF TRADE",220503,2022-05-03,042601,CBT ,00,042 , 2232148,   97926,  204888,   14346,  881785,  441518,  429973,  503926,  478788,  114500,   49431,  291300,    6528, 2098415, 1981841,  133733,  250307,   19945,   -8604,    9272,    1299,    7739,    -816,   19824,   -5105,  -18586,   -4265,    9454,   -8695,    1850,   22192,    -117,   -2247,   20062,  100.0,    4.4,    9.2,    0.6,   39.5,   19.8,   19.3,   22.6,   21.4,    5.1,    2.2,   13.1,    0.3,   94.0,   88.8,    6.0,   11.2,    371,     20,     43,      7,     91,     59,     82,     36,     65,     26,     13,     44,      4,    204,    286,    25.5,    17.0,    36.2,    24.5,    20.4,    11.8,    27.0,    17.2,"(CONTRACTS OF $200,000 FACE VALUE)","042601","CBT ","042 ","F30","FutOnly"
"UST 10Y NOTE - CHICAGO BOARD OF TRADE",220503,2022-05-03,043602,CBT ,00,043 , 3680764,   83031,  315894,    6640, 1664801, 1267737,  718787,  603178,  373917,   88655,  176933,  404588,   12870, 3354895, 3189088,  325869,  491676,   33139,    2681,   44728,   -6679,  106212,   -4829,    7549,  -58242,    4637,  -10615,    3100,   16925,   -2374,   41632,   49342,   -8493,  -16203,  100.0,    2.3,    8.6,    0.2,   45.2,   34.4,   19.5,   16.4,   10.2,    2.4,    4.8,   11.0,    0.3,   91.1,   86.6,    8.9,   13.4,    399,     21,     35,     11,    100,     85,    104,     47,     66,     49,     20,     25,      8,    281,    290,    22.8,    25.6,    32.2,    31.2,    16.0,    19.4,    24.6,    24.7,"(CONTRACTS OF $100,000 FACE VALUE)","043602","CBT ","043 ","F30","FutOnly"
"ULTRA UST 10Y - CHICAGO BOARD OF TRADE",220503,2022-05-03,043607,CBT ,00,043 , 1272865,   82646,   22248,    1362,  494715,  527601,  224617,  155097,  152658,   38243,  138574,   53934,     714, 1135968, 1021377,  136897,  251488,   -6860,    4619,   -6578,    -307,    6180,    -159,    3651,  -26344,    7476,   -4013,    1153,    1682,    -147,  -15208,    1605,    8348,   -8465,  100.0,    6.5,    1.7,    0.1,   38.9,   41.4,   17.6,   12.2,   12.0,    3.0,   10.9,    4.2,    0.1,   89.2,   80.2,   10.8,   19.8,    148,      7,      5,.,     30,     57,     59,     11,     18,     12,     10,     10,.,    106,    118,    30.4,    17.0,    45.2,    28.3,    30.3,    13.6,    42.2,    22.2,"(CONTRACTS OF $100,000 FACE VALUE)","043607","CBT ","043 ","F30","FutOnly"
"UST 5Y NOTE - CHICAGO BOARD OF TRADE",220503,2022-05-03,044601,CBT ,00,044 , 3818836,   69205,  347422,   17877, 1815381,  771085,  819235,  298473,  998978,  160578,  374961,  249751,     162, 3555872, 3365088,  262964,  453748,   23612,  -14258,   -5079,     425,    1563,  -57644,   15069,    6229,   85446,    7673,    1720,  -11197,     -38,   18383,   34655,    5229,  -11043,  100.0,    1.8,    9.1,    0.5,   47.5,   20.2,   21.5,    7.8,   26.2,    4.2,    9.8,    6.5,    0.0,   93.1,   88.1,    6.9,   11.9,    348,     15,     39,      7,     84,     76,     93,     30,     65,     35,     20,     19,.,    220,    264,    33.7,    20.3,    43.5,    28.4,    28.2,    16.0,    34.9,    22.8,"(CONTRACTS OF $100,000 FACE VALUE)","044601","CBT ","044 ","F30","FutOnly"
"FED FUNDS - CHICAGO BOARD OF TRADE",220503,2022-05-03,045601,CBT ,00,045 , 1662069,  325320,  353405,  711737,       0,    5910,   16242,  128684,  122558,  400614,   44120,   10972,    2628, 1629345, 1624066,   32724,   38003, -467137,   26447,  -96868, -117579,   -2792, -113672,   -6158, -295391,  -56184,  -69197,   -4025,    -464,    -560, -469255, -460682,    2118,   -6455,  100.0,   19.6,   21.3,   42.8,    0.0,    0.4,    1.0,    7.7,    7.4,   24.1,    2.7,    0.7,    0.2,   98.0,   97.7,    2.0,    2.3,    117,     24,     32,     53,      0,.,.,     23,     25,     41,      6,      4,.,    106,    109,    32.2,    33.9,    50.9,    49.1,    17.4,    15.2,    23.1,    19.7,"(CONTRACTS OF $5,000,000)","045601","CBT ","045 ","F33","FutOnly"
"EURODOLLARS-3M - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,132741,CME ,00,132 ,10548844, 3978820, 1006488, 1545086,  798368,  482403,  378833,  485600, 3207558, 2701876,   21951,  169295,  217443,10127977, 9708982,  420867,  839862,  -35621,  -70450,   51588,    2028,   -8943,  -76695,    -548,    3121,  -42326,   58962,     -89,   16798,   -1516,  -17435,    8291,  -18186,  -43912,  100.0,   37.7,    9.5,   14.6,    7.6,    4.6,    3.6,    4.6,   30.4,   25.6,    0.2,    1.6,    2.1,   96.0,   92.0,    4.0,    8.0,    208,     28,     33,     54,     11,     18,     20,     30,     64,     74,      4,     15,      8,    163,    201,    28.1,    19.4,    42.3,    31.8,    26.4,    13.7,    35.0,    21.6,"(CONTRACTS OF $1,000,000)","132741","CME ","132 ","F33","FutOnly"
"SOFR-3M - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,134741,CME ,00,134 , 4801008, 1781207, 1218078, 1319387,   34076,  313295,   88800,  474496,  788420, 1009254,   58618,   29667,   25080, 4790918, 4791981,   10090,    9027,  176513,  148709,   22473,   56699,     -24,   21607,   -9809,  -39549,   69314,   15791,    7374,    1836,   -1507,  177684,  176404,   -1171,     109,  100.0,   37.1,   25.4,   27.5,    0.7,    6.5,    1.8,    9.9,   16.4,   21.0,    1.2,    0.6,    0.5,   99.8,   99.8,    0.2,    0.2,    323,     51,     66,     86,      8,     22,     12,     50,     59,     78,     23,     31,     22,    248,    273,    33.9,    29.1,    44.8,    45.8,    27.8,    20.9,    33.7,    31.1,"($2,500 x Contract IMM Index)","134741","CME ","134 ","F33","FutOnly"
"SOFR-1M - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,134742,CME ,00,134 ,  369955,  120179,  130241,  111418,    2210,    5039,    7072,   51386,   36218,   71406,    4125,    6241,     918,  368714,  368553,    1241,    1402,  -74072,  -18056,  -50733,   -4781,    1149,   -7225,    -237,  -45427,   -2642,   -7118,    -200,   -1187,    -160,  -74830,  -74083,     758,      11,  100.0,   32.5,   35.2,   30.1,    0.6,    1.4,    1.9,   13.9,    9.8,   19.3,    1.1,    1.7,    0.2,   99.7,   99.6,    0.3,    0.4,    122,     17,     43,     34,.,.,.,     22,     28,     32,.,      4,.,     87,    105,    31.7,    34.0,    52.1,    48.1,    22.7,    20.9,    32.8,    28.1,"($4,167 x Contract IMM Index)","134742","CME ","134 ","F33","FutOnly"
"2 YEAR ERIS SWAP - CHICAGO BOARD OF TRADE",220503,2022-05-03,342601,CBT ,00,342 ,  151343,   13735,   32013,    3908,       0,       0,       0,   49588,   55344,   39473,   40805,   16756,    3834,  151343,  151328,       0,      15,   -2275,   -3300,     967,     198,       0,       0,       0,    1794,      24,    -967,    3230,     718,   -3230,   -2275,   -2290,       0,      15,  100.0,    9.1,   21.2,    2.6,    0.0,    0.0,    0.0,   32.8,   36.6,   26.1,   27.0,   11.1,    2.5,  100.0,  100.0,    0.0,    0.0,     21,.,.,.,      0,      0,      0,.,      4,.,.,     10,.,      5,     20,    97.5,    79.5,   100.0,    92.7,    66.3,    61.4,    68.8,    67.8,"100,000 USD notional principal","342601","CBT ","342 ","F50","FutOnly"
"BITCOIN - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,133741,CME ,00,133 ,   10051,     353,     722,     138,    5831,     658,       0,    1496,    6834,     498,     739,     246,     129,    9184,    9225,     867,     826,    -658,     -11,    -150,      80,    -316,     135,       0,    -218,      22,    -220,      85,    -440,      17,    -583,    -556,     -75,    -102,  100.0,    3.5,    7.2,    1.4,   58.0,    6.5,    0.0,   14.9,   68.0,    5.0,    7.4,    2.4,    1.3,   91.4,   91.8,    8.6,    8.2,     81,      4,      4,.,      6,      5,      0,     15,     37,      9,      5,      4,.,     34,     59,    64.8,    30.2,    72.4,    47.0,    63.6,    30.2,    71.2,    47.0,"(5 Bitcoins)","133741","CME ","133 ","F85","FutOnly"
"MICRO BITCOIN - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,133742,CME ,00,133 ,   10914,    1359,       0,       0,     289,     323,       0,    1723,    6168,     288,    3152,    1342,    1156,    7967,    9277,    2947,    1637,   -9926,   -1353,   -1012,      -3,      77,     104,       0,   -5537,  -10284,     138,   -3781,    -238,    1149,   -9310,  -10146,    -616,     220,  100.0,   12.5,    0.0,    0.0,    2.6,    3.0,    0.0,   15.8,   56.5,    2.6,   28.9,   12.3,   10.6,   73.0,   85.0,   27.0,   15.0,     98,      4,      0,      0,      4,.,      0,     10,     14,.,     41,     23,.,     61,     42,    33.9,    52.8,    45.2,    67.6,    23.5,    46.1,    33.8,    56.5,"(Bitcoin X $0.10)","133742","CME ","133 ","F85","FutOnly"
"ETHER CASH SETTLED - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,146021,CME ,00,146 ,    2981,     103,      86,      45,       0,     128,      18,     888,    2161,      82,    1051,      37,      22,    2209,    2579,     772,     402,    -764,     -38,     -20,     -28,       0,       2,       0,    -347,    -455,    -233,    -183,     -73,      -6,    -835,    -813,      71,      49,  100.0,    3.5,    2.9,    1.5,    0.0,    4.3,    0.6,   29.8,   72.5,    2.8,   35.3,    1.2,    0.7,   74.1,   86.5,   25.9,   13.5,     38,.,.,.,      0,.,.,      8,     16,.,      6,.,.,     18,     26,    40.8,    43.3,    56.5,    61.2,    39.7,    43.3,    55.4,    61.2,"(50 Index Points)","146021","CME ","146 ","F85","FutOnly"
"MICRO ETHER  - CHICAGO MERCANTILE EXCHANGE",220503,2022-05-03,146022,CME ,00,146 ,   38453,       0,    9206,       0,       0,       0,       0,   28123,   22652,       8,    8565,    5577,     427,   37123,   37870,    1330,     583,   -6904,    -124,  -16729,       0,       0,       0,       0,   -1058,   12970,   -4199,   -1834,     295,     412,   -6803,   -7251,    -101,     347,  100.0,    0.0,   23.9,    0.0,    0.0,    0.0,    0.0,   73.1,   58.9,    0.0,   22.3,   14.5,    1.1,   96.5,   98.5,    3.5,    1.5,     87,      0,.,      0,      0,      0,      0,      4,      8,.,     59,     15,.,     64,     26,    77.4,    80.5,    82.4,    93.4,    77.4,    80.5,    82.2,    92.3,"(0.1 Index Points)","146022","CME ","146 ","F85","FutOnly"
"USD INDEX - ICE FUTURES U.S.",220503,2022-05-03,098662,ICUS,01,098 ,   54092,     661,   27544,       0,   25933,     685,     485,   15650,   20073,     497,    5428,    1983,     142,   48796,   51409,    5296,    2683,   -2620,     -70,     365,       0,    -827,    -207,     -15,   -1029,   -3654,     209,   -1411,      75,      43,   -3100,   -3184,     480,     564,  100.0,    1.2,   50.9,    0.0,   47.9,    1.3,    0.9,   28.9,   37.1,    0.9,   10.0,    3.7,    0.3,   90.2,   95.0,    9.8,    5.0,    119,.,.,      0,     19,.,.,     34,     19,      6,     26,     15,.,     84,     47,    45.4,    77.9,    58.6,    84.9,    44.3,    77.8,    57.4,    84.9,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 ","F90","FutOnly"
"VIX FUTURES - CBOE FUTURES EXCHANGE",220503,2022-05-03,1170E1,E   ,00,117 ,  320512,   35759,   23323,   18689,   90526,   36829,   32727,   34249,   99745,   65217,   13576,    6268,    6043,  296786,  288841,   23726,   31671,   14736,    -878,    5468,    2498,      70,  -14461,    2105,   -2285,    5904,   10943,     296,     533,    -285,   12464,   12705,    2272,    2031,  100.0,   11.2,    7.3,    5.8,   28.2,   11.5,   10.2,   10.7,   31.1,   20.3,    4.2,    2.0,    1.9,   92.6,   90.1,    7.4,    9.9,    164,     13,     17,     19,     22,     22,     23,     26,     40,     41,      6,     10,     10,    124,    133,    32.7,    20.6,    42.8,    33.7,    25.4,    13.8,    32.3,    23.1,"($1000 X INDEX)","1170E1","E   ","117 ","F90","FutOnly"
"BBG COMMODITY - CHICAGO BOARD OF TRADE",220503,2022-05-03,221602,CBT ,00,221 ,   35140,    1136,   17384,      95,   27636,    1016,    1165,    1033,   12460,       0,    3318,    2952,      14,   34397,   35086,     743,      54,    3112,     -45,     -47,      47,    2926,       0,       0,     -43,    3107,       0,     250,       7,       0,    3135,    3114,     -23,      -2,  100.0,    3.2,   49.5,    0.3,   78.6,    2.9,    3.3,    2.9,   35.5,    0.0,    9.4,    8.4,    0.0,   97.9,   99.8,    2.1,    0.2,     46,.,.,.,     16,.,.,      5,      7,      0,      9,.,.,     36,     14,    60.3,    67.6,    80.3,    92.7,    60.3,    67.6,    77.7,    92.0,"($100 X INDEX)","221602","CBT ","221 ","F90","FutOnly"